source_index,Column1,simple_sent(prompt1),simple_sent(prompt2),Prompt1,Prompt2,Model
,,,,,,
16887,"La boule de Noël est une décoration de Noël traditionnellement en forme de boule, mais pouvant adopter des formes très diverses, que l'on accroche aux branches des sapins installés à l'occasion de Noël à l'aide d'un fil, d'une corde ou d'un crochet.",Une boule de Noël est une décoration que l'on accroche aux sapins pour Noël.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
37534,"Paul Langevin, né le 23 janvier 1872 à Paris 18e et mort le 19 décembre 1946 à Paris 5e, est un physicien, philosophe des sciences, pédagogue et homme politique français.","Paul Langevin, né en 1872 à Paris, était un scientifique et un homme politique français.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
3675,"Capitale et majuscule désignent, en écriture manuscrite ou mécanique, typographique ou informatique, une forme de lettre de plus grande taille que la lettre courante, appelée « minuscule » ou « bas-de-casse », utilisée soit en initiale de mot, soit pour mettre en évidence des phrases ou des mots entiers.",Une capitale est une lettre plus grande qu'une lettre minuscule et sert à débuter un mot ou à le mettre en valeur.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
9510,"En informatique, le code source est un texte qui présente les instructions composant un programme sous une forme lisible, telles qu'elles ont été écrites dans un langage de programmation.",Le code source est un texte qui décrit comment fonctionne un programme informatique.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
22787,"L'Axe Rome-Berlin fut proclamé le 1er novembre 1936 et transformé le 27 septembre 1940 en pacte tripartite regroupant l'Allemagne nazie, le Japon et l'Italie fasciste, qui formèrent ainsi une alliance militaire.","L'Axe Rome-Berlin était une alliance militaire entre l'Allemagne, l'Italie et le Japon pendant la Seconde Guerre mondiale.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
38668,Quito (officiellement San Francisco de Quito) est la capitale et la ville plus peuplée de l'Équateur et de la province de Pichincha.,Quito est la capitale de l'Équateur.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
12238,"Henri Grouès, dit l’abbé Pierre, né le 5 août 1912 à Lyon 4e et mort le 22 janvier 2007 à Paris 5e, est un prêtre catholique français, d'abord capucin, puis du diocèse de Grenoble (1939), résistant, puis député, fondateur du mouvement Emmaüs (organisation non confessionnelle de lutte contre l'exclusion) comprenant la Fondation Abbé-Pierre pour le logement des défavorisés et de nombreuses autres associations, fondations et entreprises de l'économie sociale en France.",L'abbé Pierre était un prêtre français qui a fondé le mouvement Emmaüs pour aider les pauvres.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
1654,"Après avoir connu une notoriété mondiale, le groupe se dissout en 1981.",Le groupe s'est séparé en 1981 après avoir été célèbre dans le monde entier.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
14466,"James Watt, né le 19 janvier 1736 à Greenock en Écosse et mort le 25 août 1819 à Heathfield Hall, dans sa maison à Handsworth (localité maintenant intégrée à Birmingham, en Angleterre) est un ingénieur écossais dont les améliorations sur la machine à vapeur furent une des étapes clé dans la révolution industrielle.","James Watt était un ingénieur écossais qui a amélioré la machine à vapeur, ce qui a contribué à la révolution industrielle.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
94,« OK Boomer » est une phrase fétiche et un mème Internet qui a gagné en popularité en 2019.,"OK Boomer est une expression populaire sur Internet, apparue en 2019.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
35849,"Mobutu Sese Seko Kuku Ngbendu wa Za Banga, couramment abrégé en Mobutu Sese Seko, né Joseph-Désiré Mobutu le 14 octobre 1930  à Lisala (Congo belge) et mort le 7 septembre 1997 à Rabat (Maroc), est un homme d'État, militaire et dictateur zaïrois, ayant gouverné la république démocratique du Congo de 1965 à 1997.",Mobutu Sese Seko a dirigé la République Démocratique du Congo de 1965 à 1997.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
10260,"ExxonMobil Corporation (NYSE : XOM) est une société pétrolière et gazière américaine, dirigée par Darren Woods et dont le siège social est situé à Irving, dans la banlieue de Dallas.",ExxonMobil est une grande entreprise pétrolière et gazière américaine.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
10909,"Franz Anton Beckenbauer, né le 11 septembre 1945 à Munich, est un footballeur international puis entraîneur allemand.",Franz Beckenbauer est un ancien footballeur et entraîneur allemand.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
20203,"La pistache est un fruit sec, produit par un arbuste de climat méditerranéen, le pistachier vrai (Pistacia vera L.) de la famille des Anacardiacées.",La pistache est un fruit sec qui pousse sur un arbre appelé pistachier.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
16650,"La bataille d'Azincourt (en anglais : Battle of Agincourt) se déroule le 25 octobre 1415 près du village d'Azincourt, dans le nord de la France.",La bataille d'Azincourt a eu lieu le 25 octobre 1415 dans le nord de la France.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
32884,"Les Saturnales (en latin Saturnalia) sont, durant l'antiquité romaine, des fêtes se déroulant la semaine du solstice d'hiver (soit du 17 au 23 décembre) qui célèbrent le dieu Saturne et sont accompagnées de grandes réjouissances populaires.","Les Saturnales étaient des fêtes romaines en l'honneur du dieu Saturne, célébrées en décembre.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
5763,"Conseil des ministres de l'Union européenne Le Conseil, souvent appelé Conseil de l'Union européenne et parfois, officieusement, Conseil des ministres de l'Union européenne, est l'une des principales institutions de l'Union européenne (UE), avec la Commission européenne, le Conseil européen et le Parlement européen.",Le Conseil de l'Union européenne est une institution importante de l'Union européenne.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
13451,"Il existe plusieurs sortes d'éclipses notamment les éclipses de Lune et celles de Soleil, ces dernières étant plus rares.","Il existe des éclipses de Lune et des éclipses de Soleil, qui sont plus rares.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
13339,"Il est signé le 5 septembre 1905 à l’issue de négociations qui se déroulent aux chantiers navals de la Marine de Portsmouth, près de la ville de Portsmouth aux États-Unis.","Un traité a été signé le 5 septembre 1905 à Portsmouth, aux États-Unis.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
15031,"John Robert Cocker, dit Joe Cocker, né le 20 mai 1944 à Sheffield (Angleterre) et mort le 22 décembre 2014 à Crawford (Colorado), est un chanteur de blues-rock britannique, également, dans une moindre mesure, acteur et compositeur.",Joe Cocker était un chanteur de blues-rock britannique.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
4017,"Ce plat est particulièrement populaire dans le nord de l'île de Hokkaid?, en  Thaïlande et en Chine (???).","Ce plat est populaire dans le nord de l'île de Hokkaid?, en Thaïlande et en Chine.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
22319,L'anneau vaginal ou anneau contraceptif est un système d'administration de médicaments assurant une libération contrôlée à longue durée d'action d'un ingrédient pharmaceutique actif pour des effets systémiques ou localisés.,L'anneau vaginal est un dispositif qui libère des médicaments pour prévenir la grossesse.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
38939,"Reich est un terme de la langue allemande désignant à l’origine le territoire sur lequel s’exerçait la puissance et la souveraineté d’un prince, d’un roi ou d’un empereur, et plus tard celle d’un État.","Le mot ""Reich"" signifie le territoire d'un prince, roi ou empereur en allemand.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
31344,"Les bois sont des organes osseux ramifiés de grande taille présents sur la tête d'animaux tels que le cerf et la plupart des représentants de sa famille, les cervidés.",Les bois sont des structures osseuses que l'on trouve sur la tête des cerfs et d'autres animaux.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
39548,"Sa parèdre est Lakshmi, la déesse de la richesse et de la bonne fortune, sa monture Garuda, l'aigle.",Lakshmi est la déesse de la richesse et Garuda est l'aigle qui la transporte.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
43138,"Un domaine est l'ensemble des maisons, des dépendances et des terres agricoles qui entourent les jardins et les terrains d'une très grande propriété, comme une maison de campagne ou un hôtel particulier.","Un domaine est une grande propriété avec des maisons, des jardins et des terres agricoles.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
13676,"Il remporte le prix Nobel de littérature en 1962 « pour ses écrits réalistes et imaginatifs, alliant à la fois un humour sympathique et une perception sociale aiguë ».",Il a remporté le prix Nobel de littérature en 1962 pour ses écrits.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
3794,"Carly Rae Jepsen, née le 21 novembre 1985 à Mission (Colombie-Britannique), est une auteure-compositrice-interprète canadienne.",Carly Rae Jepsen est une chanteuse canadienne née en 1985.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
33734,"L'Internet des objets ou IdO (en anglais (the) Internet of Things ou IoT) est l'interconnexion entre l'Internet et des objets, des lieux et des environnements physiques.","L'Internet des objets connecte des objets, des lieux et des environnements au réseau Internet.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
11652,"Grand Theft Auto 2 (souvent abrégé en GTA 2) est un jeu vidéo d'action-aventure développé par DMA Design et distribué par Rockstar Games, commercialisé le 30 septembre 1999 sur Microsoft Windows, et le 22 octobre 1999 sur PlayStation.",Grand Theft Auto 2 est un jeu vidéo d'action sorti en 1999.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
34440,"Ludovic Marie Sforza dit le More (en italien Ludovico Maria Sforza  detto il Moro), né le 27 juillet 1452 à Vigevano (entre Milan et Pavie) et mort le 27 mai 1508 à Loches en France. « Arbitre d’Italie », selon l’expression utilisée par Guichardin, il fut duc de Bari à partir de 1479, régent du duché de Milan de 1480 à 1494, enfin duc lui-même de 1494 à 1500.","Ludovico Sforza, né en 1452, a été duc de Milan jusqu'en 1500.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
33500,"L'Homme qui plantait des arbres est une nouvelle écrite en 1953 par l'écrivain français Jean Giono pour « faire aimer à planter des arbres », selon ses termes.",L'Homme qui plantait des arbres est une nouvelle écrite en 1953 pour encourager à planter des arbres.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
10695,"France 24 est une chaîne de télévision française d'information internationale en continu, créée le 30 novembre 2005 et diffusant depuis le 6 décembre 2006.",France 24 est une chaîne de télévision française d'information continue.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
21839,"L'abnégation est une vertu, une forme d'ascèse, de renoncement, d'abandon du bénéfice personnel pour le bien commun.",L'abnégation est le fait de se sacrifier pour le bien des autres.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
12800,Il effectue le 6 août 1961 le deuxième vol orbital de l'ère spatiale dans le cadre de la mission Vostok 2.,"Le 6 août 1961, il a effectué le deuxième vol orbital dans le cadre de la mission Vostok 2.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
17436,"La Compagnie des transports strasbourgeois (CTS) est une société publique locale, fondée en 1877 à Strasbourg.",La Compagnie des transports strasbourgeois gère les transports en commun à Strasbourg.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
8391,Elle est le chef-lieu de la province de Liège et la capitale économique de la Wallonie.,"Liège est la capitale économique de la Wallonie, en Belgique.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
10779,"Francisco Ferrer, né en janvier 1859 à Alella et mort le 13 octobre 1909 à Barcelone, en espagnol Francisco Ferrer Guardia, en catalan Francesc Ferrer i Guàrdia, est un libre-penseur, franc-maçon et pédagogue libertaire espagnol.","Francisco Ferrer était un pédagogue espagnol, libre-penseur et franc-maçon.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
12570,"Ida est un astéroïde de la famille de Coronis, elle-même située dans la ceinture principale et qui a la particularité de posséder une lune astéroïdale.",Ida est un astéroïde dans la ceinture principale qui a une petite lune.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
32698,"Les poèmes de Dickinson sont en effet uniques pour leur époque : ils sont constitués de vers très courts, n’ont pas de titres et utilisent fréquemment des rimes imparfaites et des majuscules ainsi qu'une ponctuation non conventionnelle.","Les poèmes de Dickinson sont uniques car ils ont des vers très courts, pas de titres, et utilisent souvent des rimes imparfaites et une ponctuation spéciale.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
43631,"Un mortier ou lance-mine  est une arme légère d’artillerie, sans culasse – la force de recul étant absorbée par le sol –, à mise à feu de l’obus par gravité, et de ce fait ne pouvant tirer qu’en tir proche de la verticale (hausse supérieure à 45°), ce qui lui permet d'atteindre un site proche très masqué.","Un mortier est une arme légère qui tire des obus par gravité, surtout en tirant presque verticalement.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
2032,"Atoum ou Toum (traduit par certains par l'Indifférencié,) est un dieu de la mythologie égyptienne.",Atoum est un dieu de la mythologie égyptienne.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
4447,"C'est la troisième plus grande structure connue dans l'univers observable,, après respectivement l'anneau géant GRB et le Grand Mur d'Hercule-Couronne boréale.",C'est la troisième plus grande structure connue dans l'univers après l'anneau géant GRB et le Grand Mur d'Hercule-Couronne boréale.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
27740,"Le pastítsio (en grec : ?? ?????????, de l'italien pasticcio) est un plat de la cuisine grecque, chypriote et méditerranéenne, composé de pâtes, de viande hachée, le tout étant nappé de sauce béchamel.","Le pastítsio est un plat grec fait de pâtes, de viande hachée et de sauce béchamel.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
10130,"Étudiée particulièrement à partir de 1775 par le chimiste Claude-Louis Berthollet, dont la manufacture de produits chimiques a été construite dans le quartier de Javel à Paris, elle est composée d'hypochlorite de sodium pur (NaClO), en solution aqueuse avec du sel (NaCl), résiduel du procédé de fabrication.","Le chimiste Claude-Louis Berthollet a étudié l'hypochlorite de sodium pur à partir de 1775, fabriqué dans une usine à Paris.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
1352,"Andrea Mantegna[N, né vers 1431 à Isola di Carturo et mort le 13 septembre 1506 à Mantoue, est un graveur et peintre italien de la Première Renaissance qui a rompu définitivement avec le style gothique en plein milieu du XVe siècle, sans se départir de cette attitude tout au long de sa vie.",Andrea Mantegna était un peintre italien de la Renaissance qui a abandonné le style gothique au XVe siècle.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
9466,"En géométrie, un pavé droit, ou parallélépipède rectangle, est une figure solide délimitée par six faces rectangulaires (boîte rectangulaire).",Un pavé droit est une forme solide avec six faces rectangulaires.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
28492,Le protocole de Kyoto est un accord international visant à la réduction des émissions de gaz à effet de serre et qui vient s'ajouter à la Convention-cadre des Nations unies sur les changements climatiques dont les pays participants se rencontrent une fois par an depuis 1995.,Le protocole de Kyoto est un accord international pour réduire les émissions de gaz à effet de serre.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
25563,"Le groupe est composé de cinq membres se prénommant Yeji, Lia, Ryujin, Chaeryeong et Yuna Le groupe a débuté le 12 février 2019 avec la sortie de son single album It'z Different.","Le groupe est composé de cinq membres : Yeji, Lia, Ryujin, Chaeryeong et Yuna. Ils ont commencé le 12 février 2019.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
32814,"Les républiques du Kazakhstan, d'Ouzbékistan, de Kirghizistan, du Turkménistan, et du Tadjikistan formèrent de 1922 à 1991 des républiques socialistes soviétiques d'Asie centrale (ou « Asie centrale soviétique ») membres de l'URSS.","Kazakhstan, Ouzbékistan, Kirghizistan, Turkménistan et Tadjikistan étaient des républiques socialistes soviétiques entre 1922 et 1991.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
